ISBN10	ISBN13	Title	Author	Cover	Publisher	Pages
006441082X	9780064410823	When Good Ghouls Go Bad	R.l. Stine	http://www.openisbn.com/cover/006441082X_72.jpg	HarperCollins	144
0590189344	9780590189347	Lost In Space: Digest	Catherine Clark,Scholastic Books	http://www.openisbn.com/cover/0590189344_72.jpg	Scholastic	0
1561791334	9781561791330	Behind The Locked Door (Adventures In Odyssey Fiction Series #4)	Paul McCusker	http://www.openisbn.com/cover/1561791334_72.jpg	Tommy Nelson	96
0553225413	9780553225419	House Of Danger (Choose Your Own Adventure, No. 15)	R.A. Montgomery	http://www.openisbn.com/cover/0553225413_72.jpg	Bantam Books	128
0451188586	9780451188588	The Illustrated Sports Record Book: Revised And Updated Fourth Edition	Zander Hollander,David Schulz	http://www.openisbn.com/cover/0451188586_72.jpg	Signet	320
1561568805	9781561568802	Tales Of Terror And Suspense	Allen Edgar	http://www.openisbn.com/cover/1561568805_72.jpg	Kidsbooks	0
043921064X	9780439210645	Don't Get Caught In The Girls Locker Room	Todd Strasser	http://www.openisbn.com/cover/043921064X_72.jpg	Scholastic	127
0717289079	9780717289073	Disney's Tarzan (Disney's Wonderful World Of Reading)	Disney	http://www.openisbn.com/cover/0717289079_72.jpg	Grolier Books	0
0842341137	9780842341134	Take Me Out Of The Ball Game (McGee And Me!)	Bill Myers	http://www.openisbn.com/cover/0842341137_72.jpg	Tyndale House Publishers	82
0439057469	9780439057462	Home Run Heroes!: Mark McGwire And Sammy Sosa	Joseph Layden,Joe Layden	http://www.openisbn.com/cover/0439057469_72.jpg	Scholastic	118
0590425587	9780590425582	Drina Dances On Stage	Jean Estoril	http://www.openisbn.com/cover/0590425587_72.jpg	Scholastic Paperbacks	0
0440402921	9780440402923	Travelers By Night	Vivien Alcock	http://www.openisbn.com/cover/0440402921_72.jpg	Yearling	0
0316142336	9780316142335	At The Plate With...Ken Griffey Jr. (Matt Christopher Sports Bio Bookshelf)	Matt Christopher	http://www.openisbn.com/cover/0316142336_72.jpg	Little, Brown Books For Young Readers	144
0310202639	9780310202639	Baseball 2	Mark R. Littleton	http://www.openisbn.com/cover/0310202639_72.jpg	Zondervan	96
0310495512	9780310495512	Baseball (Sports Heroes)	Mark R. Littleton	http://www.openisbn.com/cover/0310495512_72.jpg	Zondervan	87
1889733008	9781889733005	The Butterfly That Found Her Way Home/La Mariposa Que Encontro El Camino A Casa	Miriam A., Etal. Lademan	http://www.openisbn.com/cover/1889733008_72.jpg	Precious Life Books, Inc.	52
0440406943	9780440406945	D'Aulaires' Book Of Greek Myths	Ingri D'Aulaire,Edgar Parin D'Aulaire	http://www.openisbn.com/cover/0440406943_72.jpg	Delacorte Books For Young Readers	192
1856975770	9781856975773	The Kingfisher First Dictionary (Kingfisher First Reference)	John Grisewood	http://www.openisbn.com/cover/1856975770_72.jpg	Kingfisher	180
1568222033	9781568222035	Big Book Of Everything, Preschool	Kathy M. Douglas	http://www.openisbn.com/cover/1568222033_72.jpg	Instructional Fair	320
9531530319	9789531530316	"Gdje Pijevac Ne Pjeva (Biblioteka ""Zlatni Paun"") (Croatian Edition)"	Ivan Aralica	http://www.openisbn.com/cover/9531530319_72.jpg	"""Otokar Kersovani"""	299
1567186483	9781567186482	Origins Of Modern Witchcraft: The Evolution Of A World Religion	Ann Moura	http://www.openisbn.com/cover/1567186483_72.jpg	Llewellyn Publications	336
0738841943	9780738841946	Black Moon	S. J. Gaither,Micheal Canada	http://www.openisbn.com/cover/0738841943_72.jpg	Xlibris Corporation	224
0806512687	9780806512686	The Candle Magick Workbook: Why And How Candle Magick Works	Kala Pajeon,Ketz Pajeon	http://www.openisbn.com/cover/0806512687_72.jpg	Citadel	229
0875420486	9780875420486	Practical Candleburning Rituals: Spells And Rituals For Every Purpose (Llewellyn's Practical Magick Series)	Raymond Buckland	http://www.openisbn.com/cover/0875420486_72.jpg	Llewellyn Publications	186
0385333137	9780385333139	Black And Blue (Oprah's Book Club)	Anna Quindlen	http://www.openisbn.com/cover/0385333137_72.jpg	Delta	288
034538430X	9780345384300	Ticktock	Dean Koontz	http://www.openisbn.com/cover/034538430X_72.jpg	Ballantine Books	352
0553576801	9780553576801	The Perfect Husband	Lisa Gardner	http://www.openisbn.com/cover/0553576801_72.jpg	Bantam	432
1551668637	9781551668635	New Attitude (MIRA)	Charlotte Hughes	http://www.openisbn.com/cover/1551668637_72.jpg	Mira	384
0060169281	9780060169282	Soul Mates: Honoring The Mysteries Of Love And Relationship	Thomas Moore	http://www.openisbn.com/cover/0060169281_72.jpg	Harper Collins	267
1551666952	9781551666952	The Falls	Karen Harper	http://www.openisbn.com/cover/1551666952_72.jpg	Mira	400
0553285785	9780553285789	Public Secrets	Nora Roberts	http://www.openisbn.com/cover/0553285785_72.jpg	Bantam	481
0373484410	9780373484416	Time And Again	Nora Roberts	http://www.openisbn.com/cover/0373484410_72.jpg	Silhouette	512
0064405877	9780064405874	Am I Blue?: Coming Out From The Silence	Marion Dane Bauer,Beck Underwood	http://www.openisbn.com/cover/0064405877_72.jpg	HarperCollins	288
0060009640	9780060009649	Crush Depth	Joe Buff	http://www.openisbn.com/cover/0060009640_72.jpg	William Morrow	464
0060182970	9780060182977	Coldheart Canyon: A Hollywood Ghost Story	Clive Barker	http://www.openisbn.com/cover/0060182970_72.jpg	Harper	688
0399144897	9780399144899	The White House Connection	Jack Higgins	http://www.openisbn.com/cover/0399144897_72.jpg	Putnam Adult	323
0061031089	9780061031083	Running Scared	Elizabeth Lowell	http://www.openisbn.com/cover/0061031089_72.jpg	Avon	464
0312890273	9780312890278	Ancient Of Days	Michael Bishop	http://www.openisbn.com/cover/0312890273_72.jpg	St Martins Pr	354
0446608378	9780446608374	Thunderhead	Douglas Preston,Lincoln Child	http://www.openisbn.com/cover/0446608378_72.jpg	Grand Central Publishing	546
0449001962	9780449001967	Murder In Foggy Bottom (Capital Crimes)	Margaret Truman	http://www.openisbn.com/cover/0449001962_72.jpg	Fawcett	368
074321269X	9780743212694	The Jasmine Trade: A Novel Of Suspense Introducing Eve Diamond	Denise Hamilton	http://www.openisbn.com/cover/074321269X_72.jpg	Scribner	288
0385323921	9780385323925	The Klone And I	Danielle Steel	http://www.openisbn.com/cover/0385323921_72.jpg	Delacorte Press	240
1551668440	9781551668444	Snowfall	Sharon Sala	http://www.openisbn.com/cover/1551668440_72.jpg	Mira	384
0446518700	9780446518703	The Heart: A Memoir	Lance Morrow	http://www.openisbn.com/cover/0446518700_72.jpg	Warner Books	323
0451201906	9780451201904	Storm	Boris Starling	http://www.openisbn.com/cover/0451201906_72.jpg	Signet	464
0812555058	9780812555059	Frost Of Heaven	Junius Podrug	http://www.openisbn.com/cover/0812555058_72.jpg	Tor Books	432
0441005543	9780441005543	Night Watch	Sean Stewart	http://www.openisbn.com/cover/0441005543_72.jpg	Ace	338
0312956681	9780312956684	Rulers Of Darkness	Steven Spruill	http://www.openisbn.com/cover/0312956681_72.jpg	St. Martin's Press	352
0373262736	9780373262731	Fowl Play (A Molly West Mystery) (Worldwide Library Mystery)	Patricia Tichenor Westfall	http://www.openisbn.com/cover/0373262736_72.jpg	Worldwide Library	252
155166836X	9781551668369	Last Lover	Laura Van Wormer	http://www.openisbn.com/cover/155166836X_72.jpg	Mira	0
0451193288	9780451193285	Reckless Endangerment	Robert K. Tanenbaum	http://www.openisbn.com/cover/0451193288_72.jpg	Signet	448
0553578022	9780553578027	The Face Of Deception (Eve Duncan)	Iris Johansen	http://www.openisbn.com/cover/0553578022_72.jpg	Bantam	480
0449219364	9780449219362	G Is For Gumshoe (Kinsey Millhone Mysteries)	Sue Grafton	http://www.openisbn.com/cover/0449219364_72.jpg	Fawcett	352
1842328506	9781842328507	The Widow (A Van Der Valk Thriller)	Nicolas Freeling	http://www.openisbn.com/cover/1842328506_72.jpg	House Of Stratus Ltd	280
0446516279	9780446516273	Dreamfall	Joan D. Vinge	http://www.openisbn.com/cover/0446516279_72.jpg	Warner Books	447
0380775832	9780380775835	Winter Fire	Elizabeth Lowell	http://www.openisbn.com/cover/0380775832_72.jpg	Avon	400
0440215900	9780440215905	Walking After Midnight	Karen Robards	http://www.openisbn.com/cover/0440215900_72.jpg	Dell	416
0380818760	9780380818761	Beautiful Dreamer	Elizabeth Lowell	http://www.openisbn.com/cover/0380818760_72.jpg	Avon	400
0446361836	9780446361835	Forever, Victoria	Dorothy Garlock	http://www.openisbn.com/cover/0446361836_72.jpg	Warner Brothers	293
0517549069	9780517549063	Mistral's Daughter	Judith Krantz	http://www.openisbn.com/cover/0517549069_72.jpg	Crown Publishers	531
1567187277	9781567187274	Murder At Witches' Bluff	Silver RavenWolf	http://www.openisbn.com/cover/1567187277_72.jpg	Llewellyn Publications	480
0373272359	9780373272358	Texas Hero  (Code Name:  Danger) (Silhouette Intimate Moments)	Merline Lovelace	http://www.openisbn.com/cover/0373272359_72.jpg	Silhouette	256
0446605883	9780446605885	With Song	Dorothy Garlock	http://www.openisbn.com/cover/0446605883_72.jpg	Grand Central Publishing	480
1567181562	9781567181562	The Celtic Heart	Kathryn Marie Cocquyt	http://www.openisbn.com/cover/1567181562_72.jpg	Llewellyn Publications	600
0140187405	9780140187403	Tortilla Flat (Penguin Twentieth-Century Classics)	John Steinbeck,Thomas Fensch	http://www.openisbn.com/cover/0140187405_72.jpg	Penguin Classics	208
0893753971	9780893753979	Great Tales Of Terror (Watermill Classics)	Edgar Allan Poe	http://www.openisbn.com/cover/0893753971_72.jpg	Troll Communications Llc	0
1853260584	9781853260582	Return Of Sherlock Holmes (Wordsworth Classics) (Wadsworth Collection)	Sir Arthur Conan Doyle	http://www.openisbn.com/cover/1853260584_72.jpg	Wordsworth Editions Ltd	336
0590434985	9780590434980	Jacob Have I Loved	Katherine Paterson	http://www.openisbn.com/cover/0590434985_72.jpg	Harper Keypoint	256
0671739670	9780671739676	LIFE, THE UNIVERSE AND EVERYTHING	Douglas Adams	http://www.openisbn.com/cover/0671739670_72.jpg	Pocket	227
0843953101	9780843953107	You Are So Cursed!	Naomi Nash	http://www.openisbn.com/cover/0843953101_72.jpg	Smooch	198
0345308484	9780345308481	What Every Woman Should Know About Men	Dr Joyce Brothers	http://www.openisbn.com/cover/0345308484_72.jpg	Ballantine Books	0
0393307069	9780393307061	Post Captain ( Book 2 In Series)  (Aubrey/Maturin Novels)	Patrick O'Brian	http://www.openisbn.com/cover/0393307069_72.jpg	W. W. Norton &amp; Company	528
0380789140	9780380789146	Prisoner Of Conscience	Susan R. Matthews	http://www.openisbn.com/cover/0380789140_72.jpg	Avon Books	320
0451453824	9780451453822	Battletech 19:  Tactics Of Duty	William H. Keith	http://www.openisbn.com/cover/0451453824_72.jpg	Roc	352
0440186927	9780440186922	There Is A Tide	Agatha Christie	http://www.openisbn.com/cover/0440186927_72.jpg	Dell Pub Co	0
0679783261	9780679783268	Pride And Prejudice (Modern Library Classics)	Jane Austen,Anna Quindlen	http://www.openisbn.com/cover/0679783261_72.jpg	Modern Library	320
0375806717	9780375806711	The Black Stallion	Walter Farley	http://www.openisbn.com/cover/0375806717_72.jpg	Random House Books For Young Readers	192
0515137057	9780515137057	Clean Cut (Paris Murphy Mysteries)	Theresa Monsour	http://www.openisbn.com/cover/0515137057_72.jpg	Jove	368
0743227441	9780743227445	The Other Boleyn Girl	Philippa Gregory	http://www.openisbn.com/cover/0743227441_72.jpg	Touchstone	672
0670877999	9780670877997	Slow Burn	Victor Kelleher	http://www.openisbn.com/cover/0670877999_72.jpg	Viking Children's Books	288
0312986289	9780312986285	Blackwater Sound: A Novel (Thorn Mysteries)	James W. Hall	http://www.openisbn.com/cover/0312986289_72.jpg	St. Martin's Paperbacks	368
0812570901	9780812570908	The Fifth Horseman: A Novel Of Biological Disaster	Richard Sherbaniuk	http://www.openisbn.com/cover/0812570901_72.jpg	Tor Books	416
0671024108	9780671024109	Speaking In Tongues	Jeffery Deaver	http://www.openisbn.com/cover/0671024108_72.jpg	Pocket	384
0345433491	9780345433497	Hanna's Daughters: A Novel (Ballantine Reader's Circle)	Marianne Fredriksson	http://www.openisbn.com/cover/0345433491_72.jpg	Ballantine Books	368
0671793888	9780671793883	Cowboys Are My Weakness	Pam Houston	http://www.openisbn.com/cover/0671793888_72.jpg	Washington Square Press	171
0679769447	9780679769446	What Girls Learn: A Novel	Karin Cook	http://www.openisbn.com/cover/0679769447_72.jpg	Vintage	304
0671535455	9780671535452	Hoopi Shoopi Donna	Suzanne Strempek Shea	http://www.openisbn.com/cover/0671535455_72.jpg	Washington Square Press	368
1558743316	9781558743311	A 2nd Helping Of Chicken Soup For The Soul: 101 More Stories To Open The Heart And Rekindle The Spirit	Jack Canfield,Mark Victor Hansen	http://www.openisbn.com/cover/1558743316_72.jpg	HCI	352
0345381432	9780345381439	Dreaming In Cuban	Cristina Garcia	http://www.openisbn.com/cover/0345381432_72.jpg	Ballantine Books	245
089919513X	9780899195131	OLIVE AND THE MAGIC HAT	Eileen Christelow,James Cross Giblin	http://www.openisbn.com/cover/089919513X_72.jpg	Clarion Books	32
043919105X	9780439191050	Powerpuff Girls 8x8 #04: Paste Makes Waste	Laura Dower,Jim Steck	http://www.openisbn.com/cover/043919105X_72.jpg	Scholastic Paperbacks	32
0553375067	9780553375060	Emotional Intelligence: Why It Can Matter More Than IQ	Daniel Goleman	http://www.openisbn.com/cover/0553375067_72.jpg	Bantam	352
0671452177	9780671452179	The World According To Garp	John Irving	http://www.openisbn.com/cover/0671452177_72.jpg	Pocket	607
0451143426	9780451143426	One Flew Over The Cuckoo's Nest	Ken Kesey	http://www.openisbn.com/cover/0451143426_72.jpg	Signet	272
0553275976	9780553275971	The Bonfire Of The Vanities	Tom Wolfe	http://www.openisbn.com/cover/0553275976_72.jpg	Bantam	704
0553122509	9780553122503	All Creatures Great And Small	James Herriot	http://www.openisbn.com/cover/0553122509_72.jpg	Bantam Doubleday Dell	499
0140092323	9780140092325	Lake Wobegon Days	Garrison Keillor	http://www.openisbn.com/cover/0140092323_72.jpg	Penguin (Non-Classics)	420
0441779131	9780441779130	Stainless Steel Rat Saves The World (Stainless Steel Rat Books)	Harry Harrison	http://www.openisbn.com/cover/0441779131_72.jpg	Ace	0
0345387813	9780345387813	Power Play (Petaybee, Book 3)	Anne McCaffrey,Elizabeth Ann Scarborough	http://www.openisbn.com/cover/0345387813_72.jpg	Del Rey	352
1562927736	9781562927738	The Adventures Of Mighty Mom: Here She Comes To Save The Day...If Only She Can Find The Keys!	Gwendolyn Mitchell Diaz	http://www.openisbn.com/cover/1562927736_72.jpg	Honor Books	228
0553293885	9780553293883	A Great Day For The Deadly	Jane Haddam	http://www.openisbn.com/cover/0553293885_72.jpg	Crimeline	0
0671795171	9780671795177	Passing Fancy (Alien Nation, Book 6)	David Spencer	http://www.openisbn.com/cover/0671795171_72.jpg	Pocket	304
0449702472	9780449702475	Truth Trap	Frances A. Miller	http://www.openisbn.com/cover/0449702472_72.jpg	Fawcett	0
0553564404	9780553564402	Finnegan's Week	Joseph Wambaugh	http://www.openisbn.com/cover/0553564404_72.jpg	Bantam	352
0441873308	9780441873302	Warlock Unlocked	Christopher Stasheff	http://www.openisbn.com/cover/0441873308_72.jpg	Ace	0
0812512421	9780812512427	Lion In The Valley	Elizabeth Peters	http://www.openisbn.com/cover/0812512421_72.jpg	Tor Books	310
0553209833	9780553209839	The Lost Jewels Of Nabooti	R. A. Montgomery,Paul Granger	http://www.openisbn.com/cover/0553209833_72.jpg	Bantam Books	121
0553562398	9780553562392	Rest In Pieces (Mrs. Murphy Mysteries)	Rita Mae Brown	http://www.openisbn.com/cover/0553562398_72.jpg	Bantam	384
0553287532	9780553287530	Wish You Were Here (Mrs. Murphy Mysteries)	Rita Mae Brown	http://www.openisbn.com/cover/0553287532_72.jpg	Bantam	320
0312979509	9780312979508	Spider's Web	Agatha Christie,Charles Osborne	http://www.openisbn.com/cover/0312979509_72.jpg	St. Martin's Paperbacks	304
0060199296	9780060199296	Today I Am A Ma'am: And Other Musings On Life, Beauty, And Growing Older	Valerie Harper,Catherine Whitney	http://www.openisbn.com/cover/0060199296_72.jpg	HarperEntertainment	176
1885365012	9781885365019	Dancing With Tigers	Janet E. Lapp	http://www.openisbn.com/cover/1885365012_72.jpg	Demeter Pr	123
0931580781	9780931580789	Life 101: Everything We Wish We Had Learned About Life In School--But Didn't (The Life 101 Series)	Peter McWilliams	http://www.openisbn.com/cover/0931580781_72.jpg	Consolino &amp; Woodward	481
0440214602	9780440214601	Crossing Antarctica	Will Steger	http://www.openisbn.com/cover/0440214602_72.jpg	Laurel	0
0425191583	9780425191583	Imitation In Death	J. D. Robb	http://www.openisbn.com/cover/0425191583_72.jpg	Berkley	352
0061097942	9780061097942	Our Looks/Our Lives: Sex, Beauty, Power, And The Need To Be Seen	Nancy Friday	http://www.openisbn.com/cover/0061097942_72.jpg	HarperTorch	848
0449207145	9780449207147	My Name Is Asher Lev	Chaim Potok	http://www.openisbn.com/cover/0449207145_72.jpg	Fawcett	352
0380704900	9780380704903	Nighty-Nightmare (Bunnicula)	James Howe	http://www.openisbn.com/cover/0380704900_72.jpg	Simon &amp; Schuster Merchandise &amp;	121
0553278363	9780553278361	The Red Pony	John Steinbeck	http://www.openisbn.com/cover/0553278363_72.jpg	Bantam	0
0684717603	9780684717609	The Great Gatsby (Scribner Classic)	F. Scott Fitzgerald	http://www.openisbn.com/cover/0684717603_72.jpg	Charles Scribner's Sons	182
0671666401	9780671666408	Surrender The Pink	Carrie Fisher	http://www.openisbn.com/cover/0671666401_72.jpg	Simon &amp; Schuster	288
0671434225	9780671434229	Contact	Carl Sagan	http://www.openisbn.com/cover/0671434225_72.jpg	Pocket Books: NY	434
0609609491	9780609609491	The One Minute Millionaire: The Enlightened Way To Wealth	Mark Victor Hansen,Robert G. Allen	http://www.openisbn.com/cover/0609609491_72.jpg	Harmony Books	388
3453136411	9783453136410	Das Urteil: Roman	John Grisham	http://www.openisbn.com/cover/3453136411_72.jpg	Heyne Verlag	528
0671742949	9780671742942	Under Siege	Stephen Coonts	http://www.openisbn.com/cover/0671742949_72.jpg	Pocket	533
0553582127	9780553582123	The Search (Eve Duncan)	Iris Johansen	http://www.openisbn.com/cover/0553582127_72.jpg	Bantam Books	323
0425169685	9780425169681	Flight Of Eagles	Jack Higgins	http://www.openisbn.com/cover/0425169685_72.jpg	Berkley	336
0425132625	9780425132623	Sky Masters	Dale Brown	http://www.openisbn.com/cover/0425132625_72.jpg	Berkley	496
0440225817	9780440225812	Acts Of Malice	Perri O'Shaughnessy	http://www.openisbn.com/cover/0440225817_72.jpg	Island Books	480
0312982615	9780312982614	Robert Ludlum's The Paris Option (A Covert-One Novel)	Robert Ludlum,Gayle Lynds	http://www.openisbn.com/cover/0312982615_72.jpg	St. Martin's Paperbacks	512
0743456394	9780743456395	The White Road: A Thriller	John Connolly	http://www.openisbn.com/cover/0743456394_72.jpg	Pocket Books	544
0312270712	9780312270711	Dispensing With The Truth: The Victims, The Drug Companies, And The Dramatic Story Behind The Battle Over Fen-Phen	Alicia Mundy	http://www.openisbn.com/cover/0312270712_72.jpg	St. Martin's Griffin	416
0060163283	9780060163280	Bones: A Forensic Detective's Casebook	Douglas H. Ubelaker,Henry Scammell	http://www.openisbn.com/cover/0060163283_72.jpg	HarperCollins	317
0061091847	9780061091841	Mafia Dynasty: The Rise And Fall Of The Gambino Crime Family	John H. Davis	http://www.openisbn.com/cover/0061091847_72.jpg	HarperTorch	544
0553578308	9780553578300	Tough Cookie (Goldy Culinary Mysteries, Book 9)	Diane Mott Davidson	http://www.openisbn.com/cover/0553578308_72.jpg	Bantam	336
0393300498	9780393300499	As We Are Now	May Sarton	http://www.openisbn.com/cover/0393300498_72.jpg	W.W. Norton	127
0553578359	9780553578355	Chopping Spree (Goldy Culinary Mysteries, Book 11)	Diane Mott Davidson	http://www.openisbn.com/cover/0553578359_72.jpg	Bantam	368
0671529986	9780671529987	Mother:  Famous Writers Celebrate Motherhood With A Treasury Of Short Stories, Essays, And Poems	Claudia O'Keefe	http://www.openisbn.com/cover/0671529986_72.jpg	Atria Books	368
1594570841	9781594570841	MacFarlane's Ridge	Patricia Deane Wigington	http://www.openisbn.com/cover/1594570841_72.jpg	Global Book Publisher	472
1853260061	9781853260063	Portrait Of The Artist As A Young Man (Wordsworth Classics) (Wadsworth Collection)	James Joyce	http://www.openisbn.com/cover/1853260061_72.jpg	Wordsworth Editions Ltd	272
0440901588	9780440901587	A Swiftly Tilting Planet (The Time Quartet)	Madeleine L'Engle	http://www.openisbn.com/cover/0440901588_72.jpg	Laurel Leaf	272
0425146421	9780425146422	The Wizard's Daughter	Barbara Michaels	http://www.openisbn.com/cover/0425146421_72.jpg	Berkley	325
1551666235	9781551666235	Wild Enough For Willa (Mira)	Ann Major	http://www.openisbn.com/cover/1551666235_72.jpg	Mira	384
0553281143	9780553281149	Obnoxious Jerks, The	Stephen Manes	http://www.openisbn.com/cover/0553281143_72.jpg	Starfire	0
068419337X	9780684193373	The Shipping News	E. Annie Proulx	http://www.openisbn.com/cover/068419337X_72.jpg	Scribner	337
0345305779	9780345305770	Get Off The Unicorn	Anne McCaffrey	http://www.openisbn.com/cover/0345305779_72.jpg	Del Rey	0
0684827123	9780684827124	The Song Of The Dodo: Island Biogeography In An Age Of Extinction	David Quammen	http://www.openisbn.com/cover/0684827123_72.jpg	Scribner	704
0380792028	9780380792023	Glorious Angel	Johanna Lindsey	http://www.openisbn.com/cover/0380792028_72.jpg	Avon	400
0821770195	9780821770191	Charming Lily	Fern Michaels	http://www.openisbn.com/cover/0821770195_72.jpg	Zebra	351
0517593343	9780517593349	Spring Collection	Judith Krantz	http://www.openisbn.com/cover/0517593343_72.jpg	Crown	358
0969522908	9780969522904	The Canadian Achievers: How They Did It, How You Can Do It, Why You Should Do It	Dick Drew	http://www.openisbn.com/cover/0969522908_72.jpg	Drew Marketing &amp; Productions	200
0842357424	9780842357425	Land Of The Shadow (The Appomattox Saga, Book 4)	Gilbert Morris	http://www.openisbn.com/cover/0842357424_72.jpg	Tyndale House Publishers	338
051513225X	9780515132250	Pendragon	Catherine Coulter	http://www.openisbn.com/cover/051513225X_72.jpg	Jove Books	343
0886773490	9780886773496	The Star Scroll (Dragon Prince, Book 2)	Melanie Rawn	http://www.openisbn.com/cover/0886773490_72.jpg	DAW	592
0515129933	9780515129939	The Scottish Bride (Bride Series)	Catherine Coulter	http://www.openisbn.com/cover/0515129933_72.jpg	Jove	368
051512088X	9780515120882	Rosehaven (Song Series)	Catherine Coulter	http://www.openisbn.com/cover/051512088X_72.jpg	Jove	384
0345387805	9780345387806	Power Lines (Petaybee, Book 2)	Anne McCaffrey,Elizabeth Ann Scarborough	http://www.openisbn.com/cover/0345387805_72.jpg	Del Rey	336
0345316002	9780345316004	Killashandra	Anne Mccaffrey,Michael Whelan	http://www.openisbn.com/cover/0345316002_72.jpg	Del Rey	384
0441003583	9780441003587	The Godmother's Apprentice	Elizabeth Ann Scarborough	http://www.openisbn.com/cover/0441003583_72.jpg	Ace	294
0441005195	9780441005192	Jovah's Angel (Samaria, Book 2)	Sharon Shinn	http://www.openisbn.com/cover/0441005195_72.jpg	Ace	368
0441004326	9780441004324	Archangel (Samaria, Book 1)	Sharon Shinn	http://www.openisbn.com/cover/0441004326_72.jpg	Ace	400
0441005055	9780441005055	The Alleluia Files (Ace Science Fiction)	Sharon Shinn	http://www.openisbn.com/cover/0441005055_72.jpg	Ace Trade	474
0590034871	9780590034876	Girls Know Best	Michelle Roehm	http://www.openisbn.com/cover/0590034871_72.jpg	Scholastic Inc.	160
0425179648	9780425179642	Marrying The Mistress	Joanna Trollope	http://www.openisbn.com/cover/0425179648_72.jpg	Berkley Trade	327
9070066882	9789070066888	Het Volgende Verhaal (Dutch Edition)	Cees Nooteboom	http://www.openisbn.com/cover/9070066882_72.jpg	De Arbeiderspers	92
0553262807	9780553262803	Always Coming Home	Ursula K. Le Guin	http://www.openisbn.com/cover/0553262807_72.jpg	Spectra	10
0679420916	9780679420910	Operating Instructions: A Journal Of My Son's First Year	Anne Lamott	http://www.openisbn.com/cover/0679420916_72.jpg	Pantheon	251
0895948028	9780895948021	Old Age Is Another Country: A Traveler's Guide	Page Smith	http://www.openisbn.com/cover/0895948028_72.jpg	Crossing Pr	225
0446515612	9780446515610	The American Vegetarian Cookbook From The Fit For Life Kitchen	Marilyn Diamond	http://www.openisbn.com/cover/0446515612_72.jpg	Grand Central Publishing	422
1569247137	9781569247136	Three Trapped Tigers	G. Cabrera Infante,Guillermo Cabrena Infante	http://www.openisbn.com/cover/1569247137_72.jpg	Marlowe &amp; Company	487
0671657860	9780671657864	Many Lives, Many Masters: The True Story Of A Prominent Psychiatrist, His Young Patient, And The Past-Life Therapy That Changed Both Their Lives	Brian L. Weiss	http://www.openisbn.com/cover/0671657860_72.jpg	Touchstone	221
0515103292	9780515103298	When Rabbit Howls	Truddi Chase	http://www.openisbn.com/cover/0515103292_72.jpg	Jove	400
0060956283	9780060956288	Good/Grief	Josh Koppel	http://www.openisbn.com/cover/0060956283_72.jpg	Harper Perennial	576
3596142172	9783596142170	Body And Soul	Frank Conroy,Thomas Mohr	http://www.openisbn.com/cover/3596142172_72.jpg	Fischer (Tb.), Frankfurt	0
3404142942	9783404142941	Das Jesus Video	Andreas Eschbach	http://www.openisbn.com/cover/3404142942_72.jpg	Bastei Lübbe	651
3453160789	9783453160781	Aurora	Robert Harris	http://www.openisbn.com/cover/3453160789_72.jpg	Heyne	462
3453162358	9783453162358	Der Erleuchtete.	Sean Russell	http://www.openisbn.com/cover/3453162358_72.jpg	Heyne	604
3257230044	9783257230048	Der Spion Und Der Analytiker	Liaty Pisani,Linde Birk	http://www.openisbn.com/cover/3257230044_72.jpg	Diogenes	212
354824971X	9783548249711	Harte Nuss	Diane Mott Davidson	http://www.openisbn.com/cover/354824971X_72.jpg	Ullstein Taschenbuch	387
345315178X	9783453151789	Nimitz Class	Patrick Robinson	http://www.openisbn.com/cover/345315178X_72.jpg	Heyne	491
3442727103	9783442727100	Die Versuchung In Der Wüste	Jim Crace,Walter Ahlers	http://www.openisbn.com/cover/3442727103_72.jpg	Btb Verlag	320
344272144X	9783442721443	Inspektor Kajetan Und Die Sache Koslowski: Roman	Robert Hültner	http://www.openisbn.com/cover/344272144X_72.jpg	Btb Verlag	224
3596147832	9783596147830	Das Haus Der Harmonie	Barbara Wood,Verena C. Harksen	http://www.openisbn.com/cover/3596147832_72.jpg	Fischer	525
3404139968	9783404139965	Von Zeit Zu Zeit	Jack Finney	http://www.openisbn.com/cover/3404139968_72.jpg	Bastei Lübbe	0
3453196643	9783453196643	Inseln Im Netz	Bruce Sterling	http://www.openisbn.com/cover/3453196643_72.jpg	Heyne	0
3442351472	9783442351473	Seidentanz	Federica De Cesco,Federica De Cesco	http://www.openisbn.com/cover/3442351472_72.jpg	Goldmann	0
3442435285	9783442435289	Feuerfrau	Federica De Cesco,Federica De Cesco,Federica DeCes	http://www.openisbn.com/cover/3442435285_72.jpg	Goldmann	0
3442431379	9783442431373	Silbermuschel	Federica De Cesco,Federica De Cesco	http://www.openisbn.com/cover/3442431379_72.jpg	Goldmann	0
3404143485	9783404143481	Die Versuchung: Roman	David Baldacci,Uwe Anton	http://www.openisbn.com/cover/3404143485_72.jpg	Bastei Lübbe (Bastei Verlag)	640
3596223946	9783596223947	Sommerhaus, Später	Judith Hermann	http://www.openisbn.com/cover/3596223946_72.jpg	Fischer	187
3547717655	9783547717655	Wüstenmond: Roman	Federica De Cesco	http://www.openisbn.com/cover/3547717655_72.jpg	Marion Von Schröder Verlag	499
3446200487	9783446200487	Baudolino: Roman	Umberto Eco,Burkhart Kroeber	http://www.openisbn.com/cover/3446200487_72.jpg	Carl Hanser Verlag	600
